name,artist,id,danceability,energy,loudness,speechiness,acousticness,tempo,liveness,valence,mood
,,,,,,,,,,,
Sunrise Catrin,Mayeda Taki,2EC2o4ToD6HToqFRYj6uq3,0.152,0.0525,0.44273935,0.0373,0.97,138.434,0.107,0.0564,3
,,,,,,,,,,,
Cesia,Ani,3NYD79ZpaiUlaqBpfE4UvT,0.248,0.025,0.356848374,0.0318,0.96,69.841,0.113,0.0638,3
,,,,,,,,,,,
Stars Above,Vincent Fanguro,6SXJvDRDaChdN07Q5msQKE,0.368,0.00244,0.328408917,0.0374,0.995,70.502,0.167,0.143,3
,,,,,,,,,,,
The Sun Will Rise Again,Remi Asana,4MxfZWFxWBBWcdQtYUhWli,0.177,0.00518,0.159948084,0.0356,0.979,70.779,0.11,0.0362,3
,,,,,,,,,,,
Slowly Flying,BlunD,13SRYtw5x5Z4OpFUYY4C1k,0.206,0.0453,0.478660864,0.0427,0.983,72.696,0.0879,0.0376,3
,,,,,,,,,,,
Beneath,Kamal Ra,1757oARz2SdORUSsihHuKo,0.296,0.0193,0.675446633,0.0424,0.969,126.657,0.0959,0.0558,3
,,,,,,,,,,,
Rhea,Malborg,5FEyBkwmsmhnUuyOOFzjSr,0.227,0.0653,0.406245228,0.0341,0.539,67.062,0.144,0.0346,3
,,,,,,,,,,,
retrospect,Gino Ferrero,6uuZN0R5GocdsRO9RhB0Pn,0.112,0.0264,0.374484654,0.0376,0.821,68.141,0.113,0.0596,3
,,,,,,,,,,,
We,Alaskan Tapes,3N2pGbHohZrbBnYV1lo7b2,0.233,0.0493,0.408612002,0.0315,0.988,96.623,0.383,0.0391,3
,,,,,,,,,,,
Peace of Mind,Mikkel Boyer,0KKg1XFSet2uywfBf6BS6B,0.269,0.0475,0.491945335,0.0634,0.994,69.454,0.0985,0.0376,3
,,,,,,,,,,,
weatherhead,cloudcrush,12fSsvJUQANbRNvIn36Hvh,0.115,0.0431,0.320545121,0.0432,0.982,69.069,0.109,0.0384,3
,,,,,,,,,,,
Austafjord,DEX 1200,5I5p5yOVbTwGpJjD7q546j,0.219,0.179,0.761719346,0.0319,0.832,58.099,0.106,0.0378,3
,,,,,,,,,,,
There in the Silence,The Beautiful Star,2egPExekvgp8AU7cYJw2it,0.0928,0.0886,0.627576729,0.038,0.829,71.567,0.11,0.0606,3
,,,,,,,,,,,
Opolnoči,Fabijan Spaći,5VCjqZftDWL4HCmZTKuQO8,0.137,0.027,0.199648801,0.0458,0.937,71.886,0.109,0.0373,3
,,,,,,,,,,,
Focus,IFEELU,3l7mCSypI6tYJvYe8dDI4f,0.669,0.155,0.654489235,0.0343,0.566,111.898,0.625,0.0611,3
,,,,,,,,,,,
Intermission,Paul Dennehy,6BXlFjJouW6ugTjeORRYHm,0.26,0.0313,0.475110704,0.039,0.988,81.774,0.0854,0.0599,3
,,,,,,,,,,,
Here Right Now,Mochas,6OuVGoZRBxfWSVdB5HnN7A,0.346,0.307,0.813826538,0.0546,0.938,119.777,0.0869,0.149,3
,,,,,,,,,,,
Voronezh Violin,elders and children,6lkDLWCYpmVActgK7ZkLwZ,0.155,0.00719,0.224347229,0.046,0.982,138.15,0.101,0.0295,3
,,,,,,,,,,,
Frigate birds,Cosmo Sheldrake,2BWu8Uq8IF37tPTo4L8Nzp,0.247,0.112,0.653076806,0.0372,0.814,84.218,0.119,0.0321,3
,,,,,,,,,,,
Half Moon Pass,By Lotus,4Dpxev442iMCReELw9I6xN,0.127,0.238,0.665559627,0.0414,0.849,87.14,0.106,0.0818,3
,,,,,,,,,,,
Awash,Gavin Luke,3WgX6oDGy5TjPEPA028sls,0.0625,0.23,0.778019545,0.0392,0.89,69.241,0.0982,0.0351,3
,,,,,,,,,,,
Slow Rise,Swimming In A Liquid Sky,4GRx1yycMU6w3iyVn7S0SQ,0.0971,0.0261,0.373492136,0.0394,0.995,74.938,0.0941,0.0395,3
,,,,,,,,,,,
Ambiance,Johannes Bornlöf,0DEINkn792Fev6TwyACk5v,0.325,0.138,0.687624065,0.0315,0.961,103.93,0.0932,0.185,3
,,,,,,,,,,,
Mind's Edge,Science from Above,6pgnbCR03OecUk58AdsnJH,0.191,0.0547,0.507176668,0.0634,0.924,140.244,0.11,0.0377,3
,,,,,,,,,,,
Hvis du bare vidste,Silas Mathiasen,7vGejPhO5QFV6H8U5eMPmL,0.22,0.0115,0.235952054,0.0383,0.992,77.158,0.0961,0.0615,3
,,,,,,,,,,,
Dream #5 [Drifting Apart],charlie dreaming,2VkeXjrEyJ5dgeInRIdKIE,0.263,0.209,0.815086273,0.0476,0.989,70.91,0.124,0.122,3
,,,,,,,,,,,
Boreas,Tide Machine,7bBS7gjSC4NwZiBwcbYoR7,0.191,0.13,0.384486181,0.0601,0.92,140.828,0.102,0.0359,3
,,,,,,,,,,,
Painted Life,Celestial Seekr,4pHZ2Ng85VvdJwOjmvsJQE,0.151,0.00491,0.014047946,0.0316,0.991,69.375,0.0993,0.116,3
,,,,,,,,,,,
Closure,Reuben Hensley,0yMF30FFvzQLlBDhHuwsPd,0.162,0.00947,0.140021377,0.0415,0.993,72.519,0.118,0.0791,3
,,,,,,,,,,,
Senses,Somnum Magnam,0i4MTSz232OEJ6m1WURbzJ,0.145,0.0592,0.389792335,0.0366,0.964,140.234,0.0888,0.0717,3
,,,,,,,,,,,
Cristales,Alter Ego,2y4BjmOnbJB2SfgXpPK859,0.457,0.11,0.536150557,0.0356,0.891,126.072,0.104,0.112,3
,,,,,,,,,,,
Secret Water,Momento,4SWn136gXYwVYOQDta5dw6,0.142,0.205,0.734463277,0.0383,0.917,75.82,0.069,0.0375,3
,,,,,,,,,,,
He Needs Help,David Wingo,39hBYtqNwwl7v0gynAWyZj,0.141,0.0449,0.482096503,0.0364,0.949,67.461,0.0872,0.0377,3
,,,,,,,,,,,
Broken Promises,Bon Vie,7FCQhz7BwZCq8d9MyBBMJj,0.106,0.0378,0.460871889,0.0433,0.991,70.982,0.102,0.146,3
,,,,,,,,,,,
Saoirse,Symon van Gent,1RiLeuzt9obdImY1RXp5rQ,0.58,0.123,0.428233318,0.0328,0.89,140.001,0.0939,0.102,3
,,,,,,,,,,,
Quietud,Holographic Seawaves,5V5TF6nM3jYyvJENU2P8RK,0.301,0.0903,0.59070087,0.0325,0.972,90.072,0.105,0.0748,3
,,,,,,,,,,,
Darashinai Beach,Kenichiban,6k9EQcMdqJRtmIM3fwy9vW,0.0632,0.236,0.752443121,0.0408,0.956,64.833,0.0613,0.0865,3
,,,,,,,,,,,
We Owe It To Them,Ensemble Cordes De La Mer,7tB2hs6KN8MS664VW6Mdfs,0.0613,0.217,0.812414109,0.0437,0.892,67.502,0.164,0.033,3
,,,,,,,,,,,
Levitate,Rizik,2EXBGX5M8y0bp8IUPagUpy,0.133,0.188,0.747862269,0.0359,0.907,71.217,0.102,0.0391,3
,,,,,,,,,,,
Rachael Or Pris,Threading Hair,52tvffLe50EKvIznL67HnT,0.216,0.196,0.830203084,0.0371,0.86,99.767,0.0969,0.0814,3
,,,,,,,,,,,
Pyramid Train,Cora Zea,5TZdub1bKTE2XEaBEQDUil,0.522,0.094,0.671629256,0.0283,0.989,76.011,0.11,0.0677,3
,,,,,,,,,,,
For Me to Become,Soul Resonance,6oyhR0423JljOHzgpkkuBb,0.0641,0.15,0.711215453,0.0402,0.958,63.839,0.0989,0.0325,3
,,,,,,,,,,,
Ambient Final,Slowdonia,1lDuQ9qw2yfdRmao76luZy,0.0752,0.15,0.44365552,0.0427,0.871,176.723,0.0872,0.074,3
,,,,,,,,,,,
NYC/Night Time,Erik Reno,1Y5TuZ4lGEeB4UKIvgieWC,0.42,0.00801,0.182127042,0.0376,0.984,93.685,0.135,0.037,3
,,,,,,,,,,,
Dreaming - Ethereal Piano,Celinia,0MvigYTSmsu7AZxiLqNOCH,0.136,0.0325,0.411475034,0.0406,0.995,77.578,0.102,0.0656,3
,,,,,,,,,,,
Phi,Steven Goldmund,48Tgnq986GrPCGJJz65n4M,0.194,0.0958,0.508169186,0.0315,0.879,78.342,0.096,0.0742,3
,,,,,,,,,,,
Quantum,Matter and Energy,531T2IlqucxLsyDPtw6LSv,0.0902,0.0445,0.576271186,0.0419,0.97,77.326,0.0875,0.0412,3
,,,,,,,,,,,
Eudoxie,Irizarry Barraza,1onEytWdEeDCZoyF8VOOA9,0.176,0.0226,0.525385555,0.0379,0.973,68.663,0.109,0.0373,3
,,,,,,,,,,,
Wandering,Jars Of Bees,3DSmKmCgRH7vSmdZXBbH4P,0.215,0.128,0.737898916,0.0409,0.721,139.983,0.0862,0.0829,3
,,,,,,,,,,,
Hidden Path,Cerulean Skies,2lCPESbQg9A5FVGqJsADxi,0.196,0.135,0.601580394,0.0408,0.881,111.926,0.0789,0.104,3
,,,,,,,,,,,
Taurus,Tolga Kahani,0cZQXAwomBlCnuSvTCsKWn,0.26,0.0304,0.650862727,0.0415,0.989,69.199,0.0859,0.0361,3
,,,,,,,,,,,
Relief,Florian Beck,0tCTXGCsD8wgeLtYQ1b5H1,0.353,0.00694,0.699801496,0.0444,0.991,131.943,0.106,0.152,3
,,,,,,,,,,,
Life Drop,Millie S,2PPb30KRchFsGeg4t7ZgHR,0.311,0.00572,0.4465949,0.0421,0.983,126.023,0.104,0.0367,3
,,,,,,,,,,,
Elevated Pastures,Chinyami,7zWjcC7jNhFtqckFMkiNux,0.215,0.147,0.757253016,0.0375,0.975,75.484,0.0942,0.0387,3
,,,,,,,,,,,
Breathe,Night Sounds,3aJag451WnwJY280pZecbt,0.256,0.184,0.685409986,0.0353,0.884,129.943,0.0948,0.038,3
,,,,,,,,,,,
Emancipation,Helios,4xxIMjx6sNmRgJx7fJ7ihg,0.241,0.0152,0.59657963,0.0401,0.992,73.218,0.111,0.0839,3
,,,,,,,,,,,
Fragment II,Library Tapes,7JQfc4yI4R8E4WOUYR7HD9,0.252,0.0516,0.664834326,0.0313,0.956,79.857,0.102,0.0299,3
,,,,,,,,,,,
Deep Breathing,Heddwch,0Y72CbDDpvr84l5Xl7vJ8C,0.163,0.00665,0.248014964,0.0387,0.985,95.103,0.374,0.0809,3
,,,,,,,,,,,
Mindset,Benjamin Martins,208gbnbg0h5ga5c6IvtWM5,0.126,0.246,0.755038937,0.0364,0.967,171.582,0.125,0.126,3
,,,,,,,,,,,
Ecotone,Permaculti,5N2NjsHVMMkyqFJ4BkrEdW,0.368,0.0425,0.550961979,0.0356,0.985,180.175,0.0758,0.161,3
,,,,,,,,,,,
Underwater World,Nacreous Clouds,5LhPkpLXkuR8wr8bFzCGRK,0.139,0.246,0.76175752,0.0321,0.377,97.937,0.11,0.0815,3
,,,,,,,,,,,
Prarie Whisper,Cooper Sams,0qwKXExu6ZFmCVmuXS77Bd,0.257,0.106,0.676057413,0.0365,0.961,135.165,0.109,0.0391,3
,,,,,,,,,,,
Midsommarnatt,Najma Wallin,6UyDL0wkh12ox8TJpvnQpu,0.098,0.00263,0.173194381,0.043,0.979,66.057,0.107,0.0334,3
,,,,,,,,,,,
Highs and Lows,M1ND,4dQnB3QEMMo8hmTHnAON1d,0.138,0.0525,0.320659643,0.0515,0.742,69.962,0.114,0.0646,3
,,,,,,,,,,,
Getting Dark,Josep Alba,1kCFx8lNstjQwXGBmKnciW,0.117,0.121,0.61238357,0.047,0.781,85.191,0.101,0.0383,3
,,,,,,,,,,,
Breathe Out,Mayol,1dCxoavyHK6qycS6OyqVfH,0.2,0.102,0.639410597,0.0363,0.957,73.798,0.122,0.062,3
,,,,,,,,,,,
In praise of rainbows,Monorie,0evjdmrPox5KkUmNr8Sb4v,0.131,0.163,0.602076653,0.0406,0.921,88.686,0.0716,0.0373,3
,,,,,,,,,,,
She’ll be right,Jordan Beggs,0ttVkIiUhVo6j6cxJ6Rnbr,0.166,0.00402,0.10356543,0.0397,0.995,75.968,0.0966,0.0934,3
,,,,,,,,,,,
White Clouds,Night Sounds,0oc8j70828V2wJgp7PIWEk,0.149,0.223,0.889067033,0.0356,0.826,172.929,0.108,0.223,3
,,,,,,,,,,,
Two Wave Hold Down,Felix Johansson Carne,0esCZq7v3AdXbiB8a35B8D,0.159,0.079,0.606733852,0.0391,0.954,65.535,0.11,0.0461,3
,,,,,,,,,,,
Circadian,Alan Ellis,3bb6awuqz2ZJggqGtvPVYE,0.215,0.0441,0.529737364,0.0362,0.976,94.123,0.0818,0.0378,3
,,,,,,,,,,,
Levitate,Lost Wings,7dZchcSQZRcqLs9g5FkbYs,0.102,0.0332,0.458314246,0.0412,0.915,178.432,0.108,0.171,3
,,,,,,,,,,,
Zentrovert,Chuck Namaste,0TV6pAwcHotS0Mhd4YP1bd,0.137,0.0759,0.394144144,0.0488,0.962,68.351,0.0942,0.0374,3
,,,,,,,,,,,
First Breath,Ella Drake,1JOwulZA39X5su0EiBb6J6,0.113,0.158,0.722629409,0.0492,0.987,75.22,0.109,0.0814,3
,,,,,,,,,,,
Astral Roar,Lama House,48yKwM6nTNFrZm09Feix46,0.155,0.282,0.902198809,0.0326,0.811,135.392,0.111,0.0371,3
,,,,,,,,,,,
Solitude,Antologie,1sPHdG6zyTuvpX9rWV5rEz,0.238,0.0491,0.334669415,0.0399,0.982,73.782,0.107,0.0476,3
,,,,,,,,,,,
Rooftops,AMBIE,7m9s5U1FjcFDLorvn1TD4l,0.116,0.251,0.734386929,0.0391,0.731,59.963,0.149,0.299,3
,,,,,,,,,,,
One Of Those Nights,IGRAINE,32qRVgKn3l363svFskerhv,0.419,0.00858,0.291418537,0.0352,0.995,70.463,0.135,0.253,3
,,,,,,,,,,,
Returning,Oscar Sol,0jNDmSQYJjV7bi6cMgpDqB,0.156,0.143,0.694457169,0.0377,0.888,180.011,0.107,0.0373,3
,,,,,,,,,,,
Distance,The Lay-Backs,1HLhzy4HcqEe0UUXuscO0C,0.308,0.261,0.659184608,0.0379,0.941,79.874,0.081,0.0382,3
,,,,,,,,,,,
Piano Eléctrico,Rancul,658ysPC6WdtiRSQjiv2AJZ,0.532,0.204,0.722705757,0.0477,0.851,120.09,0.108,0.0399,3
,,,,,,,,,,,
Stuor Muorkke,Laponia,0YicEESY4K4uK5iXldrVN6,0.337,0.0304,0.482898152,0.0465,0.977,113.553,0.102,0.145,3
,,,,,,,,,,,
Lucid,Astron,3TKabaNGBzTez8EOGbdxrs,0.205,0.111,0.476599481,0.0443,0.904,135.758,0.107,0.0399,3
,,,,,,,,,,,
Peaceful Embrace,Milo Graves,0qSH9RUBQc2Yl1EsUvbjJ2,0.147,0.294,0.827263704,0.0441,0.733,172.319,0.111,0.0398,3
,,,,,,,,,,,
Orbit,Epic Centre,0k2baNK3JldkN4gBfIJUOo,0.136,0.0624,0.601809437,0.0359,0.911,77.494,0.113,0.037,3
,,,,,,,,,,,
Arrival of Infinity,Dreamscaper,6sUrPSWkKkWSGVBMbyUajz,0.224,0.0302,0.255038937,0.0363,0.993,75.522,0.0876,0.15,3
,,,,,,,,,,,
Träumen,Phillipp Vogler,1jbroaceVo98T5eiFszvrS,0.295,0.0155,0.241334555,0.05,0.996,60.401,0.118,0.0375,3
,,,,,,,,,,,
Selina's Lullaby,Phabels,5fuX8gwk2TGrpIKX6RR4Y3,0.173,0.0768,0.507634753,0.0341,0.911,91.807,0.0926,0.0664,3
,,,,,,,,,,,
Apple,Phabels,1TFOmWCZQoDB8HNa0f6guN,0.496,0.0317,0.403229501,0.0932,0.995,65.872,0.108,0.347,3
,,,,,,,,,,,
Temple of Peace,Gloans,0qLkLemmQaimQxGy7wXDzM,0.161,0.00825,0.069590777,0.0367,0.842,74.711,0.109,0.0357,3
,,,,,,,,,,,
Rêvasseur,Charmaine D'Avis,64zhFuKM4TwZ0dcKogeKAN,0.176,0.0244,0.233928844,0.0391,0.979,64.747,0.0881,0.0932,3
,,,,,,,,,,,
Gratitude,Stone Desert,6uQzZwosuNDHx0V4gMXH8r,0.655,0.195,0.642502672,0.0357,0.978,130.041,0.0688,0.62,3
,,,,,,,,,,,
Tomb,Sebastián Escofet,6WTGLr26egcppsIEHeBuL3,0.238,0.141,0.257520232,0.039,0.945,60.672,0.0656,0.0419,3
,,,,,,,,,,,
Greylock,Kyle McEvoy,6m0JfViWywZKkeeAMw0yFr,0.0769,0.207,0.611505573,0.0499,0.541,73.178,0.106,0.035,3
,,,,,,,,,,,
Progress,Ever So Blue,6oJIMUBDopuFljMNBFrq9Z,0.268,0.0234,0.442663002,0.0487,0.995,99.734,0.0975,0.0382,3
,,,,,,,,,,,
Slumbers,Cave Painters,3BSKxVvda7WjfYIm3rhOgY,0.188,0.104,0.404451061,0.0442,0.773,126.291,0.111,0.0403,3
,,,,,,,,,,,
Vuggevise,Minik Knudsen,7rvlOw2fPjxbcZSNKifEHq,0.257,0.0123,0.175293938,0.0402,0.991,113.303,0.0949,0.0687,3
,,,,,,,,,,,
När natten faller,Nathanael Ekström,4LrzFAJhBvcvSUfFTmNfRZ,0.265,0.0184,0.235112231,0.0436,0.99,113.84,0.0914,0.13,3
,,,,,,,,,,,
Moons in the Rings,Interstellar Journey,3Y3u0mF1FF8Psi7PDnSvLI,0.172,0.0338,0.283058482,0.0355,0.936,85.53,0.0939,0.0381,3
,,,,,,,,,,,
Depth of Mind,Pásztor Bernadett,50AtDtIeRZV9MTXahpjGoD,0.553,0.0788,0.536723164,0.0365,0.965,130.015,0.105,0.298,3
,,,,,,,,,,,
Fragments,Oliver Évilo,6CpQnALvep6fYnL0BKNsOy,0.38,0.00463,0.257291189,0.0467,0.992,126.978,0.0972,0.238,3
,,,,,,,,,,,
Dreaming,Sarah Neumann,2ehZXVH7qTOFxxDZymEffu,0.336,0.00779,0.250038174,0.0334,0.956,98.981,0.109,0.122,3
,,,,,,,,,,,
Be Here Now,Star River,4PqMhMtaGWmI5oBSpbYKdM,0.37,0.0982,0.345701634,0.0281,0.973,179.989,0.0983,0.151,3
,,,,,,,,,,,
Song of Ascents,By Lotus,4KhXbiPa1xhEiMAyag5KgO,0.26,0.183,0.639067033,0.03,0.841,85.675,0.11,0.0896,3
,,,,,,,,,,,
Solitary minds,Monorie,7jj1D2ltdxesJOy4n3Z6dg,0.0769,0.0805,0.494693846,0.0417,0.943,58.124,0.0873,0.0327,3
,,,,,,,,,,,
Euphrosyne,Arlette Leduc,7arWoSrPeW1uiCGbCu0Igm,0.208,0.00877,0.200832188,0.0418,0.993,120.945,0.0949,0.0396,3
,,,,,,,,,,,
The Mist,Mont Real,1VLSQX83qEPHSGXRw1J1Tu,0.172,0.0103,0.30279432,0.0515,0.981,125.008,0.111,0.0364,3
,,,,,,,,,,,
Spiritual Awakening,Tejal Yann,5hD7Ezq0E8nwz7z2xNMlVH,0.0624,0.164,0.603794472,0.0374,0.906,66.259,0.111,0.0396,3
,,,,,,,,,,,
Kraksöngur,Elvar Arngrimsson,739tORL5uUtTH2cRpMDTpZ,0.426,0.0719,0.519774011,0.0359,0.832,89.948,0.105,0.0713,3
,,,,,,,,,,,
Before Leaving,Gradient Layer,0ulkiXChe3pH4UMxuTvXje,0.204,0.0829,0.504809895,0.0387,0.992,86.135,0.104,0.0469,3
,,,,,,,,,,,
Touch of My Soul,Eleanor Arroway,7mBZGPbX8nmWRZfhityZda,0.18,0.0545,0.40666514,0.0312,0.981,71.586,0.0894,0.0506,3
,,,,,,,,,,,
For Emmabelle,Donato Manna,6f096qqr3TLKBEoWxy8HPg,0.194,0.0355,0.400480989,0.0446,0.931,66.56,0.082,0.0604,3
,,,,,,,,,,,
Eternal Self,Arush Mandal,5nkMUigFhTzLpvMkXI6kPk,0.338,0.0144,0.449305237,0.0345,0.98,67.93,0.0778,0.105,3
,,,,,,,,,,,
Llegan a Piscina,Efectos,43s3yCJpcXkpnEkx5oz4o1,0.182,0.000922,0.146358223,0.0482,0.986,136.947,0.107,0.191,3
,,,,,,,,,,,
Untitled,Jupiter Grains,3tCBeat5YZBwLf61yoQJ9v,0.209,0.0219,0.488127958,0.0344,0.954,78.336,0.104,0.0358,3
,,,,,,,,,,,
Distant Glow,Rannar Sillard,2aBYVl2d2RFAPbYlZ7rIUf,0.199,0.045,0.638303558,0.0385,0.913,74.677,0.11,0.0513,3
,,,,,,,,,,,
Bathed in Her Light,Ebb & Flod,6OvInFJHMMR0UoaEEDjZzA,0.396,0.0474,0.79691556,0.0416,0.965,120.082,0.112,0.043,3
,,,,,,,,,,,
Spirals,Liwia Antas,2V44hSJNBbay5Xsxm5isjy,0.399,0.192,0.540693236,0.0277,0.751,79.983,0.107,0.577,3
,,,,,,,,,,,
Kohobodi Boy,Daniel Kadawatha,4x4uXEc4LzgBMNu1MJGz6Y,0.349,0.286,0.821232249,0.0296,0.939,79.947,0.352,0.0818,3
,,,,,,,,,,,
The Room Within,The Aural Healer,3wrWMQWCtBV8162VgCU2o2,0.131,0.0177,0.295884868,0.0371,0.992,72.933,0.0874,0.141,3
,,,,,,,,,,,
Unleash,Spheres,1n4ZnOc0Pyzf4zfRWdJ8P1,0.127,0.0294,0.478813559,0.0375,0.888,82.207,0.11,0.0391,3
,,,,,,,,,,,
Until Eternity,Mehdi Teyt & Rehla X,5ErwsVte3OWoO9oyeVXPoT,0.0867,0.219,0.782867613,0.0415,0.697,179.983,0.0821,0.0389,3
,,,,,,,,,,,
Schwebend,Phillipp Vogler,775dmuIRQojrplsns8VKen,0.143,0.00679,0.312795847,0.039,0.993,62.001,0.115,0.0624,3
,,,,,,,,,,,
Body & Soul,IFEELU,2reANGLp6a9iZvh1Q6qIS7,0.276,0.152,0.772484349,0.0316,0.859,163.843,0.0994,0.0358,3
,,,,,,,,,,,
The Cradle,Enlightment Spirits,16fzJ5HF36qfBX0ttZad6m,0.187,0.0391,0.516376546,0.0452,0.907,72.762,0.106,0.0359,3
,,,,,,,,,,,
London Berceuse,Rand Aldo,4TD21HmrfSXDEKnlxPBGXl,0.277,0.0698,0.714765613,0.0357,0.903,115.948,0.104,0.0381,3
,,,,,,,,,,,
Lonely Molecule,MVS,5pDZOftc3EvBBkJWfNXcNn,0.447,0.145,0.776225378,0.0304,0.815,100.107,0.0724,0.0554,3
,,,,,,,,,,,
Ashes,Orchestrate the Universe,6IcJ3IyAH3Q4In8bjGVP0W,0.262,0.0513,0.692853871,0.0431,0.925,77.242,0.104,0.15,3
,,,,,,,,,,,
Humilis Cicer,Fleurs de Son,1sYKMOqw4fgn8jlHrlodmU,0.0965,0.0164,0.19690029,0.0395,0.993,88.562,0.122,0.14,3
,,,,,,,,,,,
Oasis,Yi Nantiro,3wSBG6keI8IMWvaqlEbugZ,0.5,0.183,0.802908841,0.0378,0.961,122.851,0.0995,0.0431,3
,,,,,,,,,,,
Fortress,Everlight,1pLbdZxfqP0jPqCbJB4A5N,0.0907,0.0335,0.520881051,0.0396,0.865,82.928,0.104,0.0725,3
,,,,,,,,,,,
Pending Mind,Dreamscaper,7xC69b3ezFngpneuu7SVkU,0.0695,0.032,0.328103527,0.0422,0.931,74.699,0.11,0.137,3
,,,,,,,,,,,
Sidereus,Alma Grøtte,1jp80qB36x0WCV1zPHRq31,0.199,0.00966,0.172698122,0.04,0.994,65.491,0.124,0.109,3
,,,,,,,,,,,
New Endings,Bon Vie,2IAZza3wdiTYT8QtO0hbLv,0.226,0.0315,0.424568636,0.034,0.989,91.988,0.124,0.0381,3
,,,,,,,,,,,
Quadrants,Ookean,0Q3G0y7cRXoje2e5EFDliS,0.192,0.256,0.725034356,0.0375,0.819,78.28,0.109,0.036,3
,,,,,,,,,,,
Moonstone Beach,Sheila's Disciples,2EqyTHz6iFnmitFW3x1TiG,0.178,0.0993,0.583753245,0.0376,0.919,72.554,0.11,0.0352,3
,,,,,,,,,,,
Pisces,Agaton Simon,1Ff9bSqXJkerZyKfBtLUNw,0.258,0.0613,0.507787448,0.0376,0.934,124.693,0.11,0.0584,3
,,,,,,,,,,,
Scorpio,Matteo Edesio,5ymZVLbXYU9P9Dml5fGuXP,0.265,0.0189,0.43899832,0.0412,0.898,123.446,0.105,0.0365,3
,,,,,,,,,,,
Sunken,Aether,3SOcuNzZfMTB20m3HD3Aw4,0.205,0.0751,0.481943808,0.0331,0.922,84.07,0.136,0.0336,3
,,,,,,,,,,,
Frontiers Are Where You Find Them,Trevor Kowalski,0pYcmN2XmJSWNEvjgGFodh,0.174,0.0368,0.535081692,0.0341,0.938,132.606,0.111,0.0661,3
,,,,,,,,,,,
Dreaming Deeper,Alex Couture,4KPRqt53xnT2Hs2rDGKiRu,0.175,0.0236,0.2306459,0.0493,0.928,122.538,0.0651,0.0373,3
,,,,,,,,,,,
The Return Home,Daniel Kadawatha,2oBeDHORDq9ZeQnuygW7jZ,0.127,0.215,0.750648954,0.0351,0.906,88.382,0.119,0.0541,3
,,,,,,,,,,,
Supine,Clifford Solum,1jobGkripmhfeTzWOiZ1sZ,0.141,0.0309,0.298709727,0.0401,0.962,76.112,0.095,0.0536,3
,,,,,,,,,,,
Light Pillars,Zoe Connelly,2wwSUWVy8nttJ4htUbRAJc,0.156,0.139,0.677889754,0.0368,0.878,157.128,0.109,0.134,3
,,,,,,,,,,,
Exodus Pt. 1,Dreyma,5lYclvR4p6cEl3r3V0gG5M,0.221,0.256,0.816727745,0.0413,0.99,67.282,0.29,0.0372,3
,,,,,,,,,,,
Drømme,Minik Knudsen,3ScyefUwfkGi0g6CaCemRc,0.304,0.007,0.186249809,0.0414,0.993,65.147,0.0835,0.0759,3
,,,,,,,,,,,
Stratos,Dew Of Light,0oBzrOKo198tSdaK908zRn,0.326,0.364,1,0.0421,0.957,67.29,0.159,0.113,3
,,,,,,,,,,,
Lyrebird,Keira Conlon,72mDETn3Ba8yVewAcqnlqQ,0.232,0.00449,0.154489235,0.0375,0.994,73.356,0.0705,0.0988,3
,,,,,,,,,,,
Fracture,Jakob Ahlbom,5IQNIj54PxmBvPVh2fLuEH,0.324,0.056,0.706863643,0.033,0.965,30.557,0.109,0.122,3
,,,,,,,,,,,
legacy,node: project,4EWCM7S4DAtpSJ0BOiM9LK,0.0787,0.0286,0.422125515,0.0469,0.945,185.948,0.112,0.117,3
,,,,,,,,,,,
Change,Orchestrate the Universe,17Zbj5tTucjCpIk2ooAfLS,0.242,0.0718,0.540006108,0.0345,0.975,84.533,0.08,0.117,3
,,,,,,,,,,,
Desiderium,Christine Papst,07KyFspZCxCatWgaXoPlXg,0.167,0.019,0.270079401,0.0393,0.98,70.822,0.11,0.118,3
,,,,,,,,,,,
Allow Me To Dream,Judithe Abelsen,5o9SpNcnJqJV4Cj9tpnKEo,0.181,0.0286,0.324209803,0.0352,0.989,79.592,0.0823,0.0505,3
,,,,,,,,,,,
Reaching,Chama Wijnen,0KvgYjNjdjpgjanBhUnSfO,0.313,0.00729,0.348831883,0.0388,0.993,72.082,0.106,0.0799,3
,,,,,,,,,,,
Pads of Redemption,Masala Roo,5I3JZ3zvxKQMdp9rEcGkiR,0.274,0.0417,0.581691861,0.034,0.902,43.513,0.112,0.0613,3
,,,,,,,,,,,
Skylines,Primer Dia,3WeYjOyamokKdl3cvQysZq,0.198,0.125,0.629294549,0.041,0.964,95.653,0.112,0.0388,3
,,,,,,,,,,,
In my quiet hour,Nicholas Sipka,4YhwpzwqfWEt04ki6wLUVk,0.229,0.0017,0.372308749,0.0447,0.99,71.106,0.105,0.45,3
,,,,,,,,,,,
Sueño tranquilo,Pedro Caceres,7vCDAK4DJNr1GHYEG3Ylyp,0.239,0.0237,0.636165827,0.0403,0.983,140.616,0.107,0.0698,3
,,,,,,,,,,,
Astral Body,Michel Mondrain,17yuGlOR1mCfOOjdu1XmqH,0.199,0.117,0.624522828,0.0416,0.896,65.577,0.0958,0.0541,3
,,,,,,,,,,,
Relajación espiritual,Toga Bali,7kbiF2WwENN3Z5yOZ2X0R2,0.169,0.0283,0.531149794,0.0398,0.984,91.745,0.114,0.056,3
,,,,,,,,,,,
